compression,file.size,frame.size,accuracy,precision,recall,time,chunks,index.type
VBR0,22.56,10min,0.847222222,0.857401255,0.847222222,Midnight,4,Analytical_Indices
CBR128,16.667,2_5min,0.726635514,0.735144539,0.730007799,Dawn,4,Analytical_Indices
CBR128,16.667,2_5min,0.700231481,0.724721911,0.700231481,Dusk,4,Analytical_Indices
CBR128,16.667,2_5min,0.783878505,0.786811965,0.787468988,Midday,4,Analytical_Indices
CBR128,16.667,2_5min,0.790509259,0.805439774,0.790509259,Midnight,4,Analytical_Indices
CBR16,2.08,2_5min,0.795321637,0.811131501,0.798840341,Dawn,4,Analytical_Indices
CBR16,2.08,2_5min,0.719907407,0.744167102,0.719907407,Dusk,4,Analytical_Indices
CBR16,2.08,2_5min,0.873853211,0.877711759,0.877083333,Midday,4,Analytical_Indices
CBR16,2.08,2_5min,0.856481481,0.861884132,0.856481481,Midnight,4,Analytical_Indices
CBR256,33.35,2_5min,0.728971963,0.731288352,0.729920529,Dawn,4,Analytical_Indices
CBR256,33.35,2_5min,0.756944444,0.772256305,0.756944444,Dusk,4,Analytical_Indices
CBR256,33.35,2_5min,0.76146789,0.760447087,0.764320286,Midday,4,Analytical_Indices
CBR256,33.35,2_5min,0.888888889,0.891571139,0.888888889,Midnight,4,Analytical_Indices
CBR32,4.16,2_5min,0.760514019,0.772738975,0.765556298,Dawn,4,Analytical_Indices
CBR32,4.16,2_5min,0.622685185,0.641415983,0.622685185,Dusk,4,Analytical_Indices
CBR32,4.16,2_5min,0.894859813,0.896646132,0.897411616,Midday,4,Analytical_Indices
CBR32,4.16,2_5min,0.746527778,0.750698997,0.746527778,Midnight,4,Analytical_Indices
CBR320,41.6,2_5min,0.722877358,0.725336784,0.722419329,Dawn,4,Analytical_Indices
CBR320,41.6,2_5min,0.694444444,0.730577458,0.694444444,Dusk,4,Analytical_Indices
CBR320,41.6,2_5min,0.765186916,0.766166595,0.769016924,Midday,4,Analytical_Indices
CBR320,41.6,2_5min,0.797453704,0.815503335,0.797453704,Midnight,4,Analytical_Indices
CBR64,8.33,2_5min,0.752336449,0.752964408,0.751929219,Dawn,4,Analytical_Indices
CBR64,8.33,2_5min,0.731481481,0.748034151,0.731481481,Dusk,4,Analytical_Indices
CBR64,8.33,2_5min,0.780373832,0.78610297,0.783304537,Midday,4,Analytical_Indices
CBR64,8.33,2_5min,0.789351852,0.802456568,0.789351852,Midnight,4,Analytical_Indices
CBR8,1.04,2_5min,0.827102804,0.835036629,0.828511215,Dawn,4,Analytical_Indices
CBR8,1.04,2_5min,0.666666667,0.683145915,0.666666667,Dusk,4,Analytical_Indices
CBR8,1.04,2_5min,0.837616822,0.855449884,0.839668616,Midday,4,Analytical_Indices
CBR8,1.04,2_5min,0.721064815,0.748453757,0.721064815,Midnight,4,Analytical_Indices
RAW,100,2_5min,0.753810082,0.755806152,0.755733605,Dawn,4,Analytical_Indices
RAW,100,2_5min,0.79350348,0.799780842,0.793590302,Dusk,4,Analytical_Indices
RAW,100,2_5min,0.790804598,0.798430701,0.793540451,Midday,4,Analytical_Indices
RAW,100,2_5min,0.922273782,0.925295847,0.922397245,Midnight,4,Analytical_Indices
VBR0,22.56,2_5min,0.735981308,0.737701446,0.735247698,Dawn,4,Analytical_Indices
VBR0,22.56,2_5min,0.698725377,0.72882393,0.698985353,Dusk,4,Analytical_Indices
VBR0,22.56,2_5min,0.753216374,0.753334644,0.758949119,Midday,4,Analytical_Indices
VBR0,22.56,2_5min,0.785631518,0.800154664,0.785363434,Midnight,4,Analytical_Indices
CBR128,16.667,20min,0.700934579,0.696955804,0.696524064,Dawn,4,Analytical_Indices
CBR128,16.667,20min,0.703703704,0.697435897,0.703703704,Dusk,4,Analytical_Indices
CBR128,16.667,20min,0.633027523,0.663787879,0.631481481,Midday,4,Analytical_Indices
CBR128,16.667,20min,0.842592593,0.844228974,0.842592593,Midnight,4,Analytical_Indices
CBR16,2.08,20min,0.794392523,0.834429825,0.793983957,Dawn,4,Analytical_Indices
CBR16,2.08,20min,0.657407407,0.697530864,0.657407407,Dusk,4,Analytical_Indices
CBR16,2.08,20min,0.906542056,0.906613757,0.909002304,Midday,4,Analytical_Indices
CBR16,2.08,20min,0.824074074,0.824980575,0.824074074,Midnight,4,Analytical_Indices
CBR256,33.35,20min,0.700934579,0.692261367,0.693285799,Dawn,4,Analytical_Indices
CBR256,33.35,20min,0.796296296,0.796864111,0.796296296,Dusk,4,Analytical_Indices
CBR256,33.35,20min,0.770642202,0.778803829,0.772390572,Midday,4,Analytical_Indices
CBR256,33.35,20min,0.907407407,0.914486434,0.907407407,Midnight,4,Analytical_Indices
CBR32,4.16,20min,0.813084112,0.809981685,0.808006536,Dawn,4,Analytical_Indices
CBR32,4.16,20min,0.555555556,0.572039072,0.555555556,Dusk,4,Analytical_Indices
CBR32,4.16,20min,0.926605505,0.934920635,0.930639731,Midday,4,Analytical_Indices
CBR32,4.16,20min,0.740740741,0.734313725,0.740740741,Midnight,4,Analytical_Indices
CBR320,41.6,20min,0.728971963,0.72469475,0.723291741,Dawn,4,Analytical_Indices
CBR320,41.6,20min,0.731481481,0.733668711,0.731481481,Dusk,4,Analytical_Indices
CBR320,41.6,20min,0.831775701,0.838392857,0.835061138,Midday,4,Analytical_Indices
CBR320,41.6,20min,0.759259259,0.769353465,0.759259259,Midnight,4,Analytical_Indices
CBR64,8.33,20min,0.76635514,0.773569024,0.764572193,Dawn,4,Analytical_Indices
CBR64,8.33,20min,0.777777778,0.777713028,0.777777778,Dusk,4,Analytical_Indices
CBR64,8.33,20min,0.816513761,0.824503968,0.820538721,Midday,4,Analytical_Indices
CBR64,8.33,20min,0.787037037,0.795824771,0.787037037,Midnight,4,Analytical_Indices
CBR8,1.04,20min,0.859813084,0.872820538,0.852049911,Dawn,4,Analytical_Indices
CBR8,1.04,20min,0.638888889,0.675669741,0.638888889,Dusk,4,Analytical_Indices
CBR8,1.04,20min,0.770642202,0.843062201,0.771380471,Midday,4,Analytical_Indices
CBR8,1.04,20min,0.75,0.76657564,0.75,Midnight,4,Analytical_Indices
RAW,100,20min,0.76635514,0.763069511,0.761333928,Dawn,4,Analytical_Indices
RAW,100,20min,0.777777778,0.774358974,0.777777778,Dusk,4,Analytical_Indices
RAW,100,20min,0.798165138,0.812589606,0.797558923,Midday,4,Analytical_Indices
RAW,100,20min,0.886792453,0.889624107,0.885076253,Midnight,4,Analytical_Indices
VBR0,22.56,20min,0.710280374,0.710717703,0.704560309,Dawn,4,Analytical_Indices
VBR0,22.56,20min,0.759259259,0.763183534,0.759259259,Dusk,4,Analytical_Indices
VBR0,22.56,20min,0.794392523,0.800753219,0.798024101,Midday,4,Analytical_Indices
VBR0,22.56,20min,0.757009346,0.767427829,0.756878307,Midnight,4,Analytical_Indices
CBR128,16.667,5min,0.71563981,0.715178178,0.712457792,Dawn,4,Analytical_Indices
CBR128,16.667,5min,0.685185185,0.694855029,0.685185185,Dusk,4,Analytical_Indices
CBR128,16.667,5min,0.694444444,0.697984215,0.694806338,Midday,4,Analytical_Indices
CBR128,16.667,5min,0.863109049,0.867168995,0.863102176,Midnight,4,Analytical_Indices
CBR16,2.08,5min,0.781990521,0.808573959,0.785298842,Dawn,4,Analytical_Indices
CBR16,2.08,5min,0.666666667,0.686949247,0.666666667,Dusk,4,Analytical_Indices
CBR16,2.08,5min,0.894009217,0.896023152,0.898326211,Midday,4,Analytical_Indices
CBR16,2.08,5min,0.844907407,0.848448773,0.844907407,Midnight,4,Analytical_Indices
CBR256,33.35,5min,0.707142857,0.707600471,0.705182657,Dawn,4,Analytical_Indices
CBR256,33.35,5min,0.738425926,0.753147259,0.738425926,Dusk,4,Analytical_Indices
CBR256,33.35,5min,0.766743649,0.768593155,0.767467949,Midday,4,Analytical_Indices
CBR256,33.35,5min,0.874709977,0.884549907,0.874303937,Midnight,4,Analytical_Indices
CBR32,4.16,5min,0.781990521,0.788266679,0.78389813,Dawn,4,Analytical_Indices
CBR32,4.16,5min,0.634259259,0.647724164,0.634259259,Dusk,4,Analytical_Indices
CBR32,4.16,5min,0.926267281,0.930145328,0.931712963,Midday,4,Analytical_Indices
CBR32,4.16,5min,0.752314815,0.751704545,0.752314815,Midnight,4,Analytical_Indices
CBR320,41.6,5min,0.713270142,0.712510186,0.711040872,Dawn,4,Analytical_Indices
CBR320,41.6,5min,0.738425926,0.756357498,0.738425926,Dusk,4,Analytical_Indices
CBR320,41.6,5min,0.764976959,0.767528298,0.766470798,Midday,4,Analytical_Indices
CBR320,41.6,5min,0.879350348,0.890389141,0.879516317,Midnight,4,Analytical_Indices
CBR64,8.33,5min,0.774881517,0.773476827,0.773485734,Dawn,4,Analytical_Indices
CBR64,8.33,5min,0.791666667,0.799913368,0.791666667,Dusk,4,Analytical_Indices
CBR64,8.33,5min,0.813364055,0.819632374,0.818963675,Midday,4,Analytical_Indices
CBR64,8.33,5min,0.80787037,0.819600596,0.80787037,Midnight,4,Analytical_Indices
CBR8,1.04,5min,0.800947867,0.814915135,0.807215805,Dawn,4,Analytical_Indices
CBR8,1.04,5min,0.643518519,0.661599027,0.643518519,Dusk,4,Analytical_Indices
CBR8,1.04,5min,0.83640553,0.85535663,0.839066952,Midday,4,Analytical_Indices
CBR8,1.04,5min,0.726851852,0.747670492,0.726851852,Midnight,4,Analytical_Indices
RAW,100,5min,0.792056075,0.792203134,0.791911765,Dawn,4,Analytical_Indices
RAW,100,5min,0.826388889,0.829015655,0.826388889,Dusk,4,Analytical_Indices
RAW,100,5min,0.799065421,0.814248274,0.802243931,Midday,4,Analytical_Indices
RAW,100,5min,0.94212963,0.94302744,0.94212963,Midnight,4,Analytical_Indices
VBR0,22.56,5min,0.73871734,0.752758894,0.741782862,Dawn,4,Analytical_Indices
VBR0,22.56,5min,0.638888889,0.654738268,0.638888889,Dusk,4,Analytical_Indices
VBR0,22.56,5min,0.707373272,0.712994714,0.712321937,Midday,4,Analytical_Indices
VBR0,22.56,5min,0.863425926,0.865869425,0.863425926,Midnight,4,Analytical_Indices
CBR128,16.667,10min,0.666666667,0.692339115,0.666666667,Dawn1,8,Analytical_Indices
CBR128,16.667,10min,0.650943396,0.650650651,0.670138889,Dawn2,8,Analytical_Indices
CBR128,16.667,10min,0.805555556,0.803471764,0.805555556,Dusk1,8,Analytical_Indices
CBR128,16.667,10min,0.527777778,0.559613527,0.527777778,Dusk2,8,Analytical_Indices
CBR128,16.667,10min,0.58490566,0.659614723,0.57037037,Midday1,8,Analytical_Indices
CBR128,16.667,10min,0.703703704,0.763958917,0.703703704,Midday2,8,Analytical_Indices
CBR128,16.667,10min,0.842592593,0.854122622,0.842592593,Midnight1,8,Analytical_Indices
CBR128,16.667,10min,0.675925926,0.709298871,0.675925926,Midnight2,8,Analytical_Indices
CBR16,2.08,10min,0.731481481,0.733426283,0.731481481,Dawn1,8,Analytical_Indices
CBR16,2.08,10min,0.80952381,0.814201723,0.821560078,Dawn2,8,Analytical_Indices
CBR16,2.08,10min,0.814814815,0.82127193,0.814814815,Dusk1,8,Analytical_Indices
CBR16,2.08,10min,0.472222222,0.532178932,0.472222222,Dusk2,8,Analytical_Indices
CBR16,2.08,10min,0.849056604,0.846407752,0.849074074,Midday1,8,Analytical_Indices
CBR16,2.08,10min,0.935185185,0.937657114,0.935185185,Midday2,8,Analytical_Indices
CBR16,2.08,10min,0.87037037,0.899122807,0.87037037,Midnight1,8,Analytical_Indices
CBR16,2.08,10min,0.833333333,0.842857143,0.833333333,Midnight2,8,Analytical_Indices
CBR256,33.35,10min,0.694444444,0.721540939,0.694444444,Dawn1,8,Analytical_Indices
CBR256,33.35,10min,0.688679245,0.684977596,0.706123737,Dawn2,8,Analytical_Indices
CBR256,33.35,10min,0.851851852,0.852991453,0.851851852,Dusk1,8,Analytical_Indices
CBR256,33.35,10min,0.62962963,0.618742669,0.62962963,Dusk2,8,Analytical_Indices
CBR256,33.35,10min,0.679245283,0.702692188,0.688888889,Midday1,8,Analytical_Indices
CBR256,33.35,10min,0.768518519,0.802645503,0.768518519,Midday2,8,Analytical_Indices
CBR256,33.35,10min,0.925925926,0.930778165,0.925925926,Midnight1,8,Analytical_Indices
CBR256,33.35,10min,0.803738318,0.81010101,0.805291005,Midnight2,8,Analytical_Indices
CBR32,4.16,10min,0.842592593,0.843948862,0.842592593,Dawn1,8,Analytical_Indices
CBR32,4.16,10min,0.811320755,0.816666667,0.819444444,Dawn2,8,Analytical_Indices
CBR32,4.16,10min,0.787037037,0.808827404,0.787037037,Dusk1,8,Analytical_Indices
CBR32,4.16,10min,0.472222222,0.508333333,0.472222222,Dusk2,8,Analytical_Indices
CBR32,4.16,10min,0.830188679,0.858677891,0.836111111,Midday1,8,Analytical_Indices
CBR32,4.16,10min,0.87962963,0.898210083,0.87962963,Midday2,8,Analytical_Indices
CBR32,4.16,10min,0.75,0.780864198,0.75,Midnight1,8,Analytical_Indices
CBR32,4.16,10min,0.62962963,0.659959089,0.62962963,Midnight2,8,Analytical_Indices
CBR320,41.6,10min,0.675925926,0.709427513,0.675925926,Dawn1,8,Analytical_Indices
CBR320,41.6,10min,0.679245283,0.675954592,0.69854798,Dawn2,8,Analytical_Indices
CBR320,41.6,10min,0.851851852,0.852991453,0.851851852,Dusk1,8,Analytical_Indices
CBR320,41.6,10min,0.62962963,0.617471264,0.62962963,Dusk2,8,Analytical_Indices
CBR320,41.6,10min,0.660377358,0.685246001,0.665740741,Midday1,8,Analytical_Indices
CBR320,41.6,10min,0.768518519,0.798801973,0.768518519,Midday2,8,Analytical_Indices
CBR320,41.6,10min,0.916666667,0.922312556,0.916666667,Midnight1,8,Analytical_Indices
CBR320,41.6,10min,0.805555556,0.811784512,0.805555556,Midnight2,8,Analytical_Indices
CBR64,8.33,10min,0.62037037,0.685480154,0.62037037,Dawn1,8,Analytical_Indices
CBR64,8.33,10min,0.733333333,0.74445002,0.739485371,Dawn2,8,Analytical_Indices
CBR64,8.33,10min,0.907407407,0.910812255,0.907407407,Dusk1,8,Analytical_Indices
CBR64,8.33,10min,0.657407407,0.65974026,0.657407407,Dusk2,8,Analytical_Indices
CBR64,8.33,10min,0.726415094,0.741626879,0.731481481,Midday1,8,Analytical_Indices
CBR64,8.33,10min,0.796296296,0.856359649,0.796296296,Midday2,8,Analytical_Indices
CBR64,8.33,10min,0.768518519,0.782665363,0.768518519,Midnight1,8,Analytical_Indices
CBR64,8.33,10min,0.703703704,0.731854565,0.703703704,Midnight2,8,Analytical_Indices
CBR8,1.04,10min,0.777777778,0.784320942,0.777777778,Dawn1,8,Analytical_Indices
CBR8,1.04,10min,0.943396226,0.939431673,0.936111111,Dawn2,8,Analytical_Indices
CBR8,1.04,10min,0.833333333,0.838235294,0.833333333,Dusk1,8,Analytical_Indices
CBR8,1.04,10min,0.583333333,0.638165785,0.583333333,Dusk2,8,Analytical_Indices
CBR8,1.04,10min,0.70754717,0.793304843,0.713888889,Midday1,8,Analytical_Indices
CBR8,1.04,10min,0.935185185,0.937290497,0.935185185,Midday2,8,Analytical_Indices
CBR8,1.04,10min,0.768518519,0.784217687,0.768518519,Midnight1,8,Analytical_Indices
CBR8,1.04,10min,0.907407407,0.910416667,0.907407407,Midnight2,8,Analytical_Indices
RAW,100,10min,0.759259259,0.758866009,0.759259259,Dawn1,8,Analytical_Indices
RAW,100,10min,0.695238095,0.742753623,0.715941745,Dawn2,8,Analytical_Indices
RAW,100,10min,0.933962264,0.935011772,0.934391534,Dusk1,8,Analytical_Indices
RAW,100,10min,0.747663551,0.743357426,0.748148148,Dusk2,8,Analytical_Indices
RAW,100,10min,0.638095238,0.652469136,0.640079365,Midday1,8,Analytical_Indices
RAW,100,10min,0.916666667,0.916278166,0.916666667,Midday2,8,Analytical_Indices
RAW,100,10min,0.972222222,0.974358974,0.972222222,Midnight1,8,Analytical_Indices
RAW,100,10min,0.906542056,0.906480009,0.906084656,Midnight2,8,Analytical_Indices
VBR0,22.56,10min,0.740740741,0.740740741,0.740740741,Dawn1,8,Analytical_Indices
VBR0,22.56,10min,0.716981132,0.714319923,0.704734848,Dawn2,8,Analytical_Indices
VBR0,22.56,10min,0.703703704,0.734296568,0.703703704,Dusk1,8,Analytical_Indices
VBR0,22.56,10min,0.61682243,0.631062951,0.614285714,Dusk2,8,Analytical_Indices
VBR0,22.56,10min,0.575471698,0.642227947,0.569444444,Midday1,8,Analytical_Indices
VBR0,22.56,10min,0.796296296,0.802287144,0.796296296,Midday2,8,Analytical_Indices
VBR0,22.56,10min,0.824074074,0.841493175,0.824074074,Midnight1,8,Analytical_Indices
VBR0,22.56,10min,0.851851852,0.866824431,0.851851852,Midnight2,8,Analytical_Indices
CBR128,16.667,2_5min,0.625,0.697592845,0.625,Dawn1,8,Analytical_Indices
CBR128,16.667,2_5min,0.759433962,0.772107561,0.77583649,Dawn2,8,Analytical_Indices
CBR128,16.667,2_5min,0.814814815,0.827186809,0.814814815,Dusk1,8,Analytical_Indices
CBR128,16.667,2_5min,0.592592593,0.604027408,0.592592593,Dusk2,8,Analytical_Indices
CBR128,16.667,2_5min,0.705188679,0.731779145,0.707407407,Midday1,8,Analytical_Indices
CBR128,16.667,2_5min,0.87962963,0.889956387,0.87962963,Midday2,8,Analytical_Indices
CBR128,16.667,2_5min,0.756944444,0.769135079,0.756944444,Midnight1,8,Analytical_Indices
CBR128,16.667,2_5min,0.726851852,0.746523552,0.726851852,Midnight2,8,Analytical_Indices
CBR16,2.08,2_5min,0.773148148,0.791064468,0.773148148,Dawn1,8,Analytical_Indices
CBR16,2.08,2_5min,0.794326241,0.816323529,0.818928458,Dawn2,8,Analytical_Indices
CBR16,2.08,2_5min,0.824074074,0.846682396,0.824074074,Dusk1,8,Analytical_Indices
CBR16,2.08,2_5min,0.611111111,0.65337388,0.611111111,Dusk2,8,Analytical_Indices
CBR16,2.08,2_5min,0.884090909,0.884297407,0.888005051,Midday1,8,Analytical_Indices
CBR16,2.08,2_5min,0.923611111,0.926633929,0.923611111,Midday2,8,Analytical_Indices
CBR16,2.08,2_5min,0.898148148,0.909817352,0.898148148,Midnight1,8,Analytical_Indices
CBR16,2.08,2_5min,0.81712963,0.826820285,0.81712963,Midnight2,8,Analytical_Indices
CBR256,33.35,2_5min,0.678240741,0.707728153,0.678240741,Dawn1,8,Analytical_Indices
CBR256,33.35,2_5min,0.695754717,0.693677202,0.713573232,Dawn2,8,Analytical_Indices
CBR256,33.35,2_5min,0.837962963,0.85808123,0.837962963,Dusk1,8,Analytical_Indices
CBR256,33.35,2_5min,0.592592593,0.595441307,0.592592593,Dusk2,8,Analytical_Indices
CBR256,33.35,2_5min,0.631818182,0.664954562,0.638047138,Midday1,8,Analytical_Indices
CBR256,33.35,2_5min,0.833333333,0.841728803,0.833333333,Midday2,8,Analytical_Indices
CBR256,33.35,2_5min,0.898148148,0.899300883,0.898148148,Midnight1,8,Analytical_Indices
CBR256,33.35,2_5min,0.694444444,0.723865113,0.694444444,Midnight2,8,Analytical_Indices
CBR32,4.16,2_5min,0.759259259,0.784846597,0.759259259,Dawn1,8,Analytical_Indices
CBR32,4.16,2_5min,0.716981132,0.744352709,0.745470328,Dawn2,8,Analytical_Indices
CBR32,4.16,2_5min,0.87962963,0.890281259,0.87962963,Dusk1,8,Analytical_Indices
CBR32,4.16,2_5min,0.564814815,0.610775643,0.564814815,Dusk2,8,Analytical_Indices
CBR32,4.16,2_5min,0.752358491,0.79660049,0.762268519,Midday1,8,Analytical_Indices
CBR32,4.16,2_5min,0.900462963,0.910446833,0.900462963,Midday2,8,Analytical_Indices
CBR32,4.16,2_5min,0.775462963,0.818535586,0.775462963,Midnight1,8,Analytical_Indices
CBR32,4.16,2_5min,0.555555556,0.627825782,0.555555556,Midnight2,8,Analytical_Indices
CBR320,41.6,2_5min,0.615740741,0.695465596,0.615740741,Dawn1,8,Analytical_Indices
CBR320,41.6,2_5min,0.75,0.753543539,0.757886905,Dawn2,8,Analytical_Indices
CBR320,41.6,2_5min,0.847222222,0.86011253,0.847222222,Dusk1,8,Analytical_Indices
CBR320,41.6,2_5min,0.581018519,0.601072203,0.581018519,Dusk2,8,Analytical_Indices
CBR320,41.6,2_5min,0.691037736,0.718095906,0.69212963,Midday1,8,Analytical_Indices
CBR320,41.6,2_5min,0.840277778,0.855886656,0.840277778,Midday2,8,Analytical_Indices
CBR320,41.6,2_5min,0.766203704,0.78051328,0.766203704,Midnight1,8,Analytical_Indices
CBR320,41.6,2_5min,0.710648148,0.743676357,0.710648148,Midnight2,8,Analytical_Indices
CBR64,8.33,2_5min,0.673611111,0.7275048,0.673611111,Dawn1,8,Analytical_Indices
CBR64,8.33,2_5min,0.761792453,0.757157353,0.767660985,Dawn2,8,Analytical_Indices
CBR64,8.33,2_5min,0.872685185,0.879423531,0.872685185,Dusk1,8,Analytical_Indices
CBR64,8.33,2_5min,0.594907407,0.613178617,0.594907407,Dusk2,8,Analytical_Indices
CBR64,8.33,2_5min,0.702830189,0.726430714,0.704861111,Midday1,8,Analytical_Indices
CBR64,8.33,2_5min,0.893518519,0.897349873,0.893518519,Midday2,8,Analytical_Indices
CBR64,8.33,2_5min,0.747685185,0.75866556,0.747685185,Midnight1,8,Analytical_Indices
CBR64,8.33,2_5min,0.768518519,0.782439994,0.768518519,Midnight2,8,Analytical_Indices
CBR8,1.04,2_5min,0.898148148,0.902093257,0.898148148,Dawn1,8,Analytical_Indices
CBR8,1.04,2_5min,0.900943396,0.892635552,0.897048611,Dawn2,8,Analytical_Indices
CBR8,1.04,2_5min,0.798611111,0.806420468,0.798611111,Dusk1,8,Analytical_Indices
CBR8,1.04,2_5min,0.590277778,0.627036466,0.590277778,Dusk2,8,Analytical_Indices
CBR8,1.04,2_5min,0.75,0.788976418,0.753009259,Midday1,8,Analytical_Indices
CBR8,1.04,2_5min,0.87962963,0.883683921,0.87962963,Midday2,8,Analytical_Indices
CBR8,1.04,2_5min,0.743055556,0.765919196,0.743055556,Midnight1,8,Analytical_Indices
CBR8,1.04,2_5min,0.909722222,0.91114884,0.909722222,Midnight2,8,Analytical_Indices
RAW,100,2_5min,0.73255814,0.765560546,0.732695545,Dawn1,8,Analytical_Indices
RAW,100,2_5min,0.68321513,0.688794926,0.702142857,Dawn2,8,Analytical_Indices
RAW,100,2_5min,0.890951276,0.894211849,0.891138954,Dusk1,8,Analytical_Indices
RAW,100,2_5min,0.705336427,0.725463798,0.705856643,Dusk2,8,Analytical_Indices
RAW,100,2_5min,0.671232877,0.691527608,0.669137099,Midday1,8,Analytical_Indices
RAW,100,2_5min,0.909722222,0.910522694,0.909722222,Midday2,8,Analytical_Indices
RAW,100,2_5min,0.951276102,0.951514875,0.951356514,Midnight1,8,Analytical_Indices
RAW,100,2_5min,0.832946636,0.832172118,0.832912458,Midnight2,8,Analytical_Indices
VBR0,22.56,2_5min,0.631944444,0.700436637,0.631944444,Dawn1,8,Analytical_Indices
VBR0,22.56,2_5min,0.773584906,0.773586077,0.777998737,Dawn2,8,Analytical_Indices
VBR0,22.56,2_5min,0.828703704,0.843170995,0.828703704,Dusk1,8,Analytical_Indices
VBR0,22.56,2_5min,0.598607889,0.61961809,0.599407537,Dusk2,8,Analytical_Indices
VBR0,22.56,2_5min,0.693396226,0.71566614,0.695138889,Midday1,8,Analytical_Indices
VBR0,22.56,2_5min,0.846867749,0.863363756,0.84717366,Midday2,8,Analytical_Indices
VBR0,22.56,2_5min,0.777262181,0.79163199,0.776677027,Midnight1,8,Analytical_Indices
VBR0,22.56,2_5min,0.729166667,0.749152137,0.729166667,Midnight2,8,Analytical_Indices
CBR128,16.667,20min,0.592592593,0.652686283,0.592592593,Dawn1,8,Analytical_Indices
CBR128,16.667,20min,0.566037736,0.561403509,0.57790404,Dawn2,8,Analytical_Indices
CBR128,16.667,20min,0.777777778,0.772727273,0.777777778,Dusk1,8,Analytical_Indices
CBR128,16.667,20min,0.518518519,0.519487179,0.518518519,Dusk2,8,Analytical_Indices
CBR128,16.667,20min,0.545454545,0.656231884,0.534343434,Midday1,8,Analytical_Indices
CBR128,16.667,20min,0.685185185,0.695084175,0.685185185,Midday2,8,Analytical_Indices
CBR128,16.667,20min,0.87037037,0.888320546,0.87037037,Midnight1,8,Analytical_Indices
CBR128,16.667,20min,0.555555556,0.583333333,0.555555556,Midnight2,8,Analytical_Indices
CBR16,2.08,20min,0.814814815,0.855072464,0.814814815,Dawn1,8,Analytical_Indices
CBR16,2.08,20min,0.773584906,0.814636752,0.806818182,Dawn2,8,Analytical_Indices
CBR16,2.08,20min,0.907407407,0.915343915,0.907407407,Dusk1,8,Analytical_Indices
CBR16,2.08,20min,0.537037037,0.609481916,0.537037037,Dusk2,8,Analytical_Indices
CBR16,2.08,20min,0.867924528,0.866873065,0.868518519,Midday1,8,Analytical_Indices
CBR16,2.08,20min,0.888888889,0.893981481,0.888888889,Midday2,8,Analytical_Indices
CBR16,2.08,20min,0.907407407,0.92185008,0.907407407,Midnight1,8,Analytical_Indices
CBR16,2.08,20min,0.703703704,0.725925926,0.703703704,Midnight2,8,Analytical_Indices
CBR256,33.35,20min,0.62962963,0.674603175,0.62962963,Dawn1,8,Analytical_Indices
CBR256,33.35,20min,0.679245283,0.679738562,0.695707071,Dawn2,8,Analytical_Indices
CBR256,33.35,20min,0.796296296,0.793121693,0.796296296,Dusk1,8,Analytical_Indices
CBR256,33.35,20min,0.518518519,0.47002924,0.518518519,Dusk2,8,Analytical_Indices
CBR256,33.35,20min,0.618181818,0.679089027,0.623232323,Midday1,8,Analytical_Indices
CBR256,33.35,20min,0.722222222,0.744466403,0.722222222,Midday2,8,Analytical_Indices
CBR256,33.35,20min,0.925925926,0.92581126,0.925925926,Midnight1,8,Analytical_Indices
CBR256,33.35,20min,0.62962963,0.672451055,0.62962963,Midnight2,8,Analytical_Indices
CBR32,4.16,20min,0.833333333,0.850931677,0.833333333,Dawn1,8,Analytical_Indices
CBR32,4.16,20min,0.830188679,0.842857143,0.835353535,Dawn2,8,Analytical_Indices
CBR32,4.16,20min,0.814814815,0.851111111,0.814814815,Dusk1,8,Analytical_Indices
CBR32,4.16,20min,0.537037037,0.556613757,0.537037037,Dusk2,8,Analytical_Indices
CBR32,4.16,20min,0.909090909,0.910383598,0.917508418,Midday1,8,Analytical_Indices
CBR32,4.16,20min,0.907407407,0.917171717,0.907407407,Midday2,8,Analytical_Indices
CBR32,4.16,20min,0.833333333,0.851495726,0.833333333,Midnight1,8,Analytical_Indices
CBR32,4.16,20min,0.574074074,0.591265597,0.574074074,Midnight2,8,Analytical_Indices
CBR320,41.6,20min,0.537037037,0.652777778,0.537037037,Dawn1,8,Analytical_Indices
CBR320,41.6,20min,0.830188679,0.838888889,0.836742424,Dawn2,8,Analytical_Indices
CBR320,41.6,20min,0.814814815,0.815184407,0.814814815,Dusk1,8,Analytical_Indices
CBR320,41.6,20min,0.481481481,0.497150997,0.481481481,Dusk2,8,Analytical_Indices
CBR320,41.6,20min,0.735849057,0.772435897,0.72962963,Midday1,8,Analytical_Indices
CBR320,41.6,20min,0.796296296,0.839506173,0.796296296,Midday2,8,Analytical_Indices
CBR320,41.6,20min,0.703703704,0.712121212,0.703703704,Midnight1,8,Analytical_Indices
CBR320,41.6,20min,0.555555556,0.58998779,0.555555556,Midnight2,8,Analytical_Indices
CBR64,8.33,20min,0.555555556,0.623931624,0.555555556,Dawn1,8,Analytical_Indices
CBR64,8.33,20min,0.79245283,0.806878307,0.793686869,Dawn2,8,Analytical_Indices
CBR64,8.33,20min,0.851851852,0.884444444,0.851851852,Dusk1,8,Analytical_Indices
CBR64,8.33,20min,0.592592593,0.662457912,0.592592593,Dusk2,8,Analytical_Indices
CBR64,8.33,20min,0.727272727,0.746794872,0.724579125,Midday1,8,Analytical_Indices
